;Entidad Federativa;Sexo;Salario;Año;Trimestre
464;Ciudad de México;Hombres;10313.01;2006;Trimestre IV
465;Ciudad de México;Mujeres;7665.09;2006;Trimestre IV
466;Durango;Hombres;6570.45;2006;Trimestre IV
467;Durango;Mujeres;5803.4;2006;Trimestre IV
468;Guanajuato;Hombres;7039.21;2006;Trimestre IV
469;Guanajuato;Mujeres;5026.74;2006;Trimestre IV
470;Guerrero;Hombres;4638.34;2006;Trimestre IV
471;Guerrero;Mujeres;3770.91;2006;Trimestre IV
472;Hidalgo;Hombres;6073.55;2006;Trimestre IV
473;Hidalgo;Mujeres;4579.06;2006;Trimestre IV
474;Jalisco;Hombres;8558.52;2006;Trimestre IV
475;Jalisco;Mujeres;5467.33;2006;Trimestre IV
476;México;Hombres;7281.49;2006;Trimestre IV
477;México;Mujeres;5146.66;2006;Trimestre IV
478;Michoacán de Ocampo;Hombres;6560.88;2006;Trimestre IV
479;Michoacán de Ocampo;Mujeres;4314.81;2006;Trimestre IV
480;Morelos;Hombres;6807.36;2006;Trimestre IV
481;Morelos;Mujeres;4473.13;2006;Trimestre IV
482;Nayarit;Hombres;7075.19;2006;Trimestre IV
483;Nayarit;Mujeres;5149.97;2006;Trimestre IV
484;Nuevo León;Hombres;10936.49;2006;Trimestre IV
485;Nuevo León;Mujeres;7814.88;2006;Trimestre IV
486;Oaxaca;Hombres;4150.5;2006;Trimestre IV
487;Oaxaca;Mujeres;3165.17;2006;Trimestre IV
488;Puebla;Hombres;5527.89;2006;Trimestre IV
489;Puebla;Mujeres;3633.86;2006;Trimestre IV
490;Querétaro;Hombres;8651.52;2006;Trimestre IV
491;Querétaro;Mujeres;6018.26;2006;Trimestre IV
492;Quintana Roo;Hombres;10449.37;2006;Trimestre IV
493;Quintana Roo;Mujeres;7148.17;2006;Trimestre IV
494;San Luis Potosí;Hombres;6349.96;2006;Trimestre IV
495;San Luis Potosí;Mujeres;4980.39;2006;Trimestre IV
496;Sinaloa;Hombres;8545.9;2006;Trimestre IV
497;Sinaloa;Mujeres;6224.1;2006;Trimestre IV
498;Sonora;Hombres;10252.85;2006;Trimestre IV
499;Sonora;Mujeres;7143.5;2006;Trimestre IV
500;Tabasco;Hombres;8069.09;2006;Trimestre IV
501;Tabasco;Mujeres;6105.88;2006;Trimestre IV
502;Tamaulipas;Hombres;10579.21;2006;Trimestre IV
503;Tamaulipas;Mujeres;6960.24;2006;Trimestre IV
504;Tlaxcala;Hombres;5309.7;2006;Trimestre IV
505;Tlaxcala;Mujeres;3763.92;2006;Trimestre IV
506;Veracruz de Ignacio de la Llave;Hombres;5888.6;2006;Trimestre IV
507;Veracruz de Ignacio de la Llave;Mujeres;4586.33;2006;Trimestre IV
508;Yucatán;Hombres;6322.58;2006;Trimestre IV
509;Yucatán;Mujeres;4169.15;2006;Trimestre IV
510;Zacatecas;Hombres;5497.7;2006;Trimestre IV
511;Zacatecas;Mujeres;4035.09;2006;Trimestre IV
512;Aguascalientes;Hombres;8113.17;2007;Trimestre I
513;Aguascalientes;Mujeres;5810.14;2007;Trimestre I
514;Baja California;Hombres;11387.38;2007;Trimestre I
515;Baja California;Mujeres;9107.6;2007;Trimestre I
516;Baja California Sur;Hombres;11935.53;2007;Trimestre I
517;Baja California Sur;Mujeres;8340.7;2007;Trimestre I
518;Campeche;Hombres;7400.05;2007;Trimestre I
519;Campeche;Mujeres;4957.15;2007;Trimestre I
520;Coahuila de Zaragoza;Hombres;9595.86;2007;Trimestre I
521;Coahuila de Zaragoza;Mujeres;6955.61;2007;Trimestre I
522;Colima;Hombres;8828.07;2007;Trimestre I
523;Colima;Mujeres;5825.57;2007;Trimestre I
524;Chiapas;Hombres;4021.85;2007;Trimestre I
525;Chiapas;Mujeres;3736.47;2007;Trimestre I
526;Chihuahua;Hombres;9196.37;2007;Trimestre I
527;Chihuahua;Mujeres;7780.81;2007;Trimestre I
528;Ciudad de México;Hombres;10911.58;2007;Trimestre I
529;Ciudad de México;Mujeres;7935.87;2007;Trimestre I
530;Durango;Hombres;6528.69;2007;Trimestre I
531;Durango;Mujeres;5266.34;2007;Trimestre I
532;Guanajuato;Hombres;7337.06;2007;Trimestre I
533;Guanajuato;Mujeres;5164.8;2007;Trimestre I
534;Guerrero;Hombres;4734.61;2007;Trimestre I
535;Guerrero;Mujeres;4236.65;2007;Trimestre I
536;Hidalgo;Hombres;6153.41;2007;Trimestre I
537;Hidalgo;Mujeres;4291.1;2007;Trimestre I
538;Jalisco;Hombres;8562.88;2007;Trimestre I
539;Jalisco;Mujeres;5640.91;2007;Trimestre I
540;México;Hombres;7492.12;2007;Trimestre I
541;México;Mujeres;5066.34;2007;Trimestre I
542;Michoacán de Ocampo;Hombres;6485.84;2007;Trimestre I
543;Michoacán de Ocampo;Mujeres;4412.24;2007;Trimestre I
544;Morelos;Hombres;6653.93;2007;Trimestre I
545;Morelos;Mujeres;4379.86;2007;Trimestre I
546;Nayarit;Hombres;7402.94;2007;Trimestre I
547;Nayarit;Mujeres;5259.01;2007;Trimestre I
548;Nuevo León;Hombres;11009.73;2007;Trimestre I
549;Nuevo León;Mujeres;8013.11;2007;Trimestre I
550;Oaxaca;Hombres;4276.7;2007;Trimestre I
551;Oaxaca;Mujeres;3463.38;2007;Trimestre I
552;Puebla;Hombres;5414.46;2007;Trimestre I
553;Puebla;Mujeres;3853.37;2007;Trimestre I
554;Querétaro;Hombres;7961.26;2007;Trimestre I
555;Querétaro;Mujeres;6353.97;2007;Trimestre I
556;Quintana Roo;Hombres;10289.87;2007;Trimestre I
557;Quintana Roo;Mujeres;7157.16;2007;Trimestre I
558;San Luis Potosí;Hombres;6097.19;2007;Trimestre I
559;San Luis Potosí;Mujeres;4963.83;2007;Trimestre I
560;Sinaloa;Hombres;8818.08;2007;Trimestre I
561;Sinaloa;Mujeres;6432.04;2007;Trimestre I
562;Sonora;Hombres;9845.54;2007;Trimestre I
563;Sonora;Mujeres;6956.41;2007;Trimestre I
564;Tabasco;Hombres;7502.31;2007;Trimestre I
565;Tabasco;Mujeres;5641.05;2007;Trimestre I
566;Tamaulipas;Hombres;9333.98;2007;Trimestre I
567;Tamaulipas;Mujeres;6734.6;2007;Trimestre I
568;Tlaxcala;Hombres;5629.65;2007;Trimestre I
569;Tlaxcala;Mujeres;4080.9;2007;Trimestre I
570;Veracruz de Ignacio de la Llave;Hombres;5844.48;2007;Trimestre I
571;Veracruz de Ignacio de la Llave;Mujeres;4502.69;2007;Trimestre I
572;Yucatán;Hombres;6612.11;2007;Trimestre I
573;Yucatán;Mujeres;4293.78;2007;Trimestre I
574;Zacatecas;Hombres;6065.39;2007;Trimestre I
575;Zacatecas;Mujeres;4635.03;2007;Trimestre I
576;Aguascalientes;Hombres;8249.0;2007;Trimestre II
577;Aguascalientes;Mujeres;6139.43;2007;Trimestre II
578;Baja California;Hombres;11831.44;2007;Trimestre II
579;Baja California;Mujeres;8720.21;2007;Trimestre II
580;Baja California Sur;Hombres;12259.29;2007;Trimestre II
581;Baja California Sur;Mujeres;8619.8;2007;Trimestre II
582;Campeche;Hombres;7413.91;2007;Trimestre II
583;Campeche;Mujeres;5347.38;2007;Trimestre II
584;Coahuila de Zaragoza;Hombres;9474.28;2007;Trimestre II
585;Coahuila de Zaragoza;Mujeres;6720.69;2007;Trimestre II
586;Colima;Hombres;9220.01;2007;Trimestre II
587;Colima;Mujeres;6163.12;2007;Trimestre II
588;Chiapas;Hombres;4048.94;2007;Trimestre II
589;Chiapas;Mujeres;3932.12;2007;Trimestre II
590;Chihuahua;Hombres;9228.95;2007;Trimestre II
591;Chihuahua;Mujeres;7816.45;2007;Trimestre II
592;Ciudad de México;Hombres;10789.3;2007;Trimestre II
593;Ciudad de México;Mujeres;7941.71;2007;Trimestre II
594;Durango;Hombres;6750.68;2007;Trimestre II
595;Durango;Mujeres;5666.87;2007;Trimestre II
596;Guanajuato;Hombres;7656.69;2007;Trimestre II
597;Guanajuato;Mujeres;5035.27;2007;Trimestre II
598;Guerrero;Hombres;4576.52;2007;Trimestre II
599;Guerrero;Mujeres;3900.72;2007;Trimestre II
600;Hidalgo;Hombres;6184.2;2007;Trimestre II
601;Hidalgo;Mujeres;4573.83;2007;Trimestre II
602;Jalisco;Hombres;8675.85;2007;Trimestre II
603;Jalisco;Mujeres;5882.45;2007;Trimestre II
604;México;Hombres;7830.47;2007;Trimestre II
605;México;Mujeres;5457.77;2007;Trimestre II
606;Michoacán de Ocampo;Hombres;6483.63;2007;Trimestre II
607;Michoacán de Ocampo;Mujeres;4454.72;2007;Trimestre II
608;Morelos;Hombres;6948.63;2007;Trimestre II
609;Morelos;Mujeres;4729.7;2007;Trimestre II
610;Nayarit;Hombres;7305.18;2007;Trimestre II
611;Nayarit;Mujeres;5384.74;2007;Trimestre II
612;Nuevo León;Hombres;11193.42;2007;Trimestre II
613;Nuevo León;Mujeres;7669.45;2007;Trimestre II
614;Oaxaca;Hombres;4348.02;2007;Trimestre II
615;Oaxaca;Mujeres;3505.3;2007;Trimestre II
616;Puebla;Hombres;5615.55;2007;Trimestre II
617;Puebla;Mujeres;3905.59;2007;Trimestre II
618;Querétaro;Hombres;8368.59;2007;Trimestre II
619;Querétaro;Mujeres;6144.01;2007;Trimestre II
620;Quintana Roo;Hombres;10148.14;2007;Trimestre II
621;Quintana Roo;Mujeres;7251.62;2007;Trimestre II
622;San Luis Potosí;Hombres;6296.68;2007;Trimestre II
623;San Luis Potosí;Mujeres;5185.58;2007;Trimestre II
624;Sinaloa;Hombres;9220.49;2007;Trimestre II
625;Sinaloa;Mujeres;6013.35;2007;Trimestre II
626;Sonora;Hombres;10204.3;2007;Trimestre II
627;Sonora;Mujeres;7079.42;2007;Trimestre II
628;Tabasco;Hombres;7974.5;2007;Trimestre II
629;Tabasco;Mujeres;5730.47;2007;Trimestre II
630;Tamaulipas;Hombres;9383.47;2007;Trimestre II
631;Tamaulipas;Mujeres;6348.51;2007;Trimestre II
632;Tlaxcala;Hombres;5643.48;2007;Trimestre II
633;Tlaxcala;Mujeres;4174.48;2007;Trimestre II
634;Veracruz de Ignacio de la Llave;Hombres;6007.03;2007;Trimestre II
635;Veracruz de Ignacio de la Llave;Mujeres;4599.97;2007;Trimestre II
636;Yucatán;Hombres;6992.82;2007;Trimestre II
637;Yucatán;Mujeres;4482.26;2007;Trimestre II
638;Zacatecas;Hombres;6127.17;2007;Trimestre II
639;Zacatecas;Mujeres;4440.77;2007;Trimestre II
640;Aguascalientes;Hombres;8233.25;2007;Trimestre III
641;Aguascalientes;Mujeres;5821.12;2007;Trimestre III
642;Baja California;Hombres;11388.19;2007;Trimestre III
643;Baja California;Mujeres;8762.07;2007;Trimestre III
644;Baja California Sur;Hombres;12402.74;2007;Trimestre III
645;Baja California Sur;Mujeres;9365.42;2007;Trimestre III
646;Campeche;Hombres;7372.54;2007;Trimestre III
647;Campeche;Mujeres;5511.16;2007;Trimestre III
648;Coahuila de Zaragoza;Hombres;9465.59;2007;Trimestre III
649;Coahuila de Zaragoza;Mujeres;6797.14;2007;Trimestre III
650;Colima;Hombres;8901.81;2007;Trimestre III
651;Colima;Mujeres;6198.6;2007;Trimestre III
652;Chiapas;Hombres;3973.53;2007;Trimestre III
653;Chiapas;Mujeres;3553.46;2007;Trimestre III
654;Chihuahua;Hombres;10167.17;2007;Trimestre III
655;Chihuahua;Mujeres;9356.63;2007;Trimestre III
656;Ciudad de México;Hombres;10525.13;2007;Trimestre III
657;Ciudad de México;Mujeres;8079.95;2007;Trimestre III
658;Durango;Hombres;6441.13;2007;Trimestre III
659;Durango;Mujeres;5475.25;2007;Trimestre III
660;Guanajuato;Hombres;7170.58;2007;Trimestre III
661;Guanajuato;Mujeres;4954.55;2007;Trimestre III
662;Guerrero;Hombres;4281.69;2007;Trimestre III
663;Guerrero;Mujeres;3626.51;2007;Trimestre III
664;Hidalgo;Hombres;5891.67;2007;Trimestre III
665;Hidalgo;Mujeres;4336.59;2007;Trimestre III
666;Jalisco;Hombres;8364.61;2007;Trimestre III
667;Jalisco;Mujeres;5808.38;2007;Trimestre III
668;México;Hombres;7425.63;2007;Trimestre III
669;México;Mujeres;5461.94;2007;Trimestre III
670;Michoacán de Ocampo;Hombres;6465.72;2007;Trimestre III
671;Michoacán de Ocampo;Mujeres;4289.59;2007;Trimestre III
672;Morelos;Hombres;6710.46;2007;Trimestre III
673;Morelos;Mujeres;4431.17;2007;Trimestre III
674;Nayarit;Hombres;7228.76;2007;Trimestre III
675;Nayarit;Mujeres;5357.31;2007;Trimestre III
676;Nuevo León;Hombres;11539.42;2007;Trimestre III
677;Nuevo León;Mujeres;7839.47;2007;Trimestre III
678;Oaxaca;Hombres;4253.69;2007;Trimestre III
679;Oaxaca;Mujeres;3175.33;2007;Trimestre III
680;Puebla;Hombres;5624.51;2007;Trimestre III
681;Puebla;Mujeres;3844.71;2007;Trimestre III
682;Querétaro;Hombres;8195.36;2007;Trimestre III
683;Querétaro;Mujeres;6134.96;2007;Trimestre III
684;Quintana Roo;Hombres;10676.07;2007;Trimestre III
685;Quintana Roo;Mujeres;7324.79;2007;Trimestre III
686;San Luis Potosí;Hombres;6157.86;2007;Trimestre III
687;San Luis Potosí;Mujeres;5099.29;2007;Trimestre III
688;Sinaloa;Hombres;9100.98;2007;Trimestre III
689;Sinaloa;Mujeres;6621.8;2007;Trimestre III
690;Sonora;Hombres;9899.04;2007;Trimestre III
691;Sonora;Mujeres;7299.36;2007;Trimestre III
692;Tabasco;Hombres;7543.48;2007;Trimestre III
693;Tabasco;Mujeres;6078.51;2007;Trimestre III
694;Tamaulipas;Hombres;9434.61;2007;Trimestre III
695;Tamaulipas;Mujeres;6865.18;2007;Trimestre III
696;Tlaxcala;Hombres;5495.62;2007;Trimestre III
697;Tlaxcala;Mujeres;3964.91;2007;Trimestre III
698;Veracruz de Ignacio de la Llave;Hombres;5880.41;2007;Trimestre III
699;Veracruz de Ignacio de la Llave;Mujeres;4752.64;2007;Trimestre III
700;Yucatán;Hombres;6365.52;2007;Trimestre III
701;Yucatán;Mujeres;4353.86;2007;Trimestre III
702;Zacatecas;Hombres;5737.77;2007;Trimestre III
703;Zacatecas;Mujeres;4245.09;2007;Trimestre III
704;Aguascalientes;Hombres;8057.86;2007;Trimestre IV
705;Aguascalientes;Mujeres;5941.87;2007;Trimestre IV
706;Baja California;Hombres;11142.05;2007;Trimestre IV
707;Baja California;Mujeres;8678.94;2007;Trimestre IV
708;Baja California Sur;Hombres;13719.07;2007;Trimestre IV
709;Baja California Sur;Mujeres;8774.38;2007;Trimestre IV
710;Campeche;Hombres;7358.82;2007;Trimestre IV
711;Campeche;Mujeres;5577.88;2007;Trimestre IV
712;Coahuila de Zaragoza;Hombres;8898.09;2007;Trimestre IV
713;Coahuila de Zaragoza;Mujeres;6312.54;2007;Trimestre IV
714;Colima;Hombres;8751.82;2007;Trimestre IV
715;Colima;Mujeres;6289.7;2007;Trimestre IV
716;Chiapas;Hombres;3955.73;2007;Trimestre IV
717;Chiapas;Mujeres;3601.73;2007;Trimestre IV
718;Chihuahua;Hombres;8741.1;2007;Trimestre IV
719;Chihuahua;Mujeres;8233.09;2007;Trimestre IV
720;Ciudad de México;Hombres;10698.78;2007;Trimestre IV
721;Ciudad de México;Mujeres;7406.39;2007;Trimestre IV
722;Durango;Hombres;6738.27;2007;Trimestre IV
723;Durango;Mujeres;5860.0;2007;Trimestre IV
724;Guanajuato;Hombres;6960.78;2007;Trimestre IV
725;Guanajuato;Mujeres;4555.48;2007;Trimestre IV
726;Guerrero;Hombres;4276.6;2007;Trimestre IV
727;Guerrero;Mujeres;3520.11;2007;Trimestre IV
728;Hidalgo;Hombres;6130.13;2007;Trimestre IV
729;Hidalgo;Mujeres;4253.06;2007;Trimestre IV
730;Jalisco;Hombres;8371.51;2007;Trimestre IV
731;Jalisco;Mujeres;5689.07;2007;Trimestre IV
732;México;Hombres;7191.18;2007;Trimestre IV
733;México;Mujeres;5223.05;2007;Trimestre IV
734;Michoacán de Ocampo;Hombres;6335.86;2007;Trimestre IV
735;Michoacán de Ocampo;Mujeres;4233.26;2007;Trimestre IV
736;Morelos;Hombres;6409.44;2007;Trimestre IV
737;Morelos;Mujeres;4385.57;2007;Trimestre IV
738;Nayarit;Hombres;7110.29;2007;Trimestre IV
739;Nayarit;Mujeres;5225.84;2007;Trimestre IV
740;Nuevo León;Hombres;11135.45;2007;Trimestre IV
741;Nuevo León;Mujeres;7697.88;2007;Trimestre IV
742;Oaxaca;Hombres;4079.6;2007;Trimestre IV
743;Oaxaca;Mujeres;3205.84;2007;Trimestre IV
744;Puebla;Hombres;5408.81;2007;Trimestre IV
745;Puebla;Mujeres;3708.4;2007;Trimestre IV
746;Querétaro;Hombres;7635.46;2007;Trimestre IV
747;Querétaro;Mujeres;5589.6;2007;Trimestre IV
748;Quintana Roo;Hombres;10120.49;2007;Trimestre IV
749;Quintana Roo;Mujeres;6705.4;2007;Trimestre IV
750;San Luis Potosí;Hombres;5970.39;2007;Trimestre IV
751;San Luis Potosí;Mujeres;4981.62;2007;Trimestre IV
752;Sinaloa;Hombres;8818.17;2007;Trimestre IV
753;Sinaloa;Mujeres;6268.17;2007;Trimestre IV
754;Sonora;Hombres;9356.77;2007;Trimestre IV
755;Sonora;Mujeres;6758.12;2007;Trimestre IV
756;Tabasco;Hombres;7691.72;2007;Trimestre IV
757;Tabasco;Mujeres;5180.85;2007;Trimestre IV
758;Tamaulipas;Hombres;9401.45;2007;Trimestre IV
759;Tamaulipas;Mujeres;6527.4;2007;Trimestre IV
760;Tlaxcala;Hombres;5579.05;2007;Trimestre IV
761;Tlaxcala;Mujeres;4116.35;2007;Trimestre IV
762;Veracruz de Ignacio de la Llave;Hombres;5905.74;2007;Trimestre IV
763;Veracruz de Ignacio de la Llave;Mujeres;4513.81;2007;Trimestre IV
764;Yucatán;Hombres;6531.45;2007;Trimestre IV
765;Yucatán;Mujeres;4455.89;2007;Trimestre IV
766;Zacatecas;Hombres;5637.47;2007;Trimestre IV
767;Zacatecas;Mujeres;3850.12;2007;Trimestre IV
768;Aguascalientes;Hombres;8690.61;2008;Trimestre I
769;Aguascalientes;Mujeres;6183.22;2008;Trimestre I
770;Baja California;Hombres;11586.24;2008;Trimestre I
771;Baja California;Mujeres;8552.46;2008;Trimestre I
772;Baja California Sur;Hombres;12239.16;2008;Trimestre I
773;Baja California Sur;Mujeres;10687.64;2008;Trimestre I
774;Campeche;Hombres;7706.09;2008;Trimestre I
775;Campeche;Mujeres;5420.63;2008;Trimestre I
776;Coahuila de Zaragoza;Hombres;9042.71;2008;Trimestre I
777;Coahuila de Zaragoza;Mujeres;5978.92;2008;Trimestre I
778;Colima;Hombres;9061.96;2008;Trimestre I
779;Colima;Mujeres;6143.33;2008;Trimestre I
780;Chiapas;Hombres;3955.13;2008;Trimestre I
781;Chiapas;Mujeres;3752.1;2008;Trimestre I
782;Chihuahua;Hombres;9691.7;2008;Trimestre I
783;Chihuahua;Mujeres;7862.88;2008;Trimestre I
784;Ciudad de México;Hombres;10759.52;2008;Trimestre I
785;Ciudad de México;Mujeres;7569.02;2008;Trimestre I
786;Durango;Hombres;6789.4;2008;Trimestre I
787;Durango;Mujeres;5446.29;2008;Trimestre I
788;Guanajuato;Hombres;7188.42;2008;Trimestre I
789;Guanajuato;Mujeres;4789.37;2008;Trimestre I
790;Guerrero;Hombres;5092.95;2008;Trimestre I
791;Guerrero;Mujeres;3943.59;2008;Trimestre I
792;Hidalgo;Hombres;5683.23;2008;Trimestre I
793;Hidalgo;Mujeres;4051.6;2008;Trimestre I
794;Jalisco;Hombres;8676.76;2008;Trimestre I
795;Jalisco;Mujeres;5952.89;2008;Trimestre I
796;México;Hombres;7261.83;2008;Trimestre I
797;México;Mujeres;5348.28;2008;Trimestre I
798;Michoacán de Ocampo;Hombres;6355.02;2008;Trimestre I
799;Michoacán de Ocampo;Mujeres;4235.34;2008;Trimestre I
800;Morelos;Hombres;6486.27;2008;Trimestre I
801;Morelos;Mujeres;4386.2;2008;Trimestre I
802;Nayarit;Hombres;7613.5;2008;Trimestre I
803;Nayarit;Mujeres;5484.43;2008;Trimestre I
804;Nuevo León;Hombres;10898.89;2008;Trimestre I
805;Nuevo León;Mujeres;7609.71;2008;Trimestre I
806;Oaxaca;Hombres;4599.59;2008;Trimestre I
807;Oaxaca;Mujeres;3287.87;2008;Trimestre I
808;Puebla;Hombres;5587.13;2008;Trimestre I
809;Puebla;Mujeres;3966.62;2008;Trimestre I
810;Querétaro;Hombres;7794.75;2008;Trimestre I
811;Querétaro;Mujeres;6071.9;2008;Trimestre I
812;Quintana Roo;Hombres;10912.24;2008;Trimestre I
813;Quintana Roo;Mujeres;6740.76;2008;Trimestre I
814;San Luis Potosí;Hombres;6074.42;2008;Trimestre I
815;San Luis Potosí;Mujeres;4918.33;2008;Trimestre I
816;Sinaloa;Hombres;8685.72;2008;Trimestre I
817;Sinaloa;Mujeres;6028.7;2008;Trimestre I
818;Sonora;Hombres;10048.87;2008;Trimestre I
819;Sonora;Mujeres;6994.09;2008;Trimestre I
820;Tabasco;Hombres;7805.25;2008;Trimestre I
821;Tabasco;Mujeres;5806.79;2008;Trimestre I
822;Tamaulipas;Hombres;9287.44;2008;Trimestre I
823;Tamaulipas;Mujeres;6279.64;2008;Trimestre I
824;Tlaxcala;Hombres;5643.14;2008;Trimestre I
825;Tlaxcala;Mujeres;4070.99;2008;Trimestre I
826;Veracruz de Ignacio de la Llave;Hombres;6073.46;2008;Trimestre I
827;Veracruz de Ignacio de la Llave;Mujeres;4515.99;2008;Trimestre I
828;Yucatán;Hombres;6601.56;2008;Trimestre I
829;Yucatán;Mujeres;4361.49;2008;Trimestre I
830;Zacatecas;Hombres;6079.74;2008;Trimestre I
831;Zacatecas;Mujeres;4240.04;2008;Trimestre I
832;Aguascalientes;Hombres;8280.82;2008;Trimestre II
833;Aguascalientes;Mujeres;5973.27;2008;Trimestre II
834;Baja California;Hombres;10797.1;2008;Trimestre II
835;Baja California;Mujeres;8394.73;2008;Trimestre II
836;Baja California Sur;Hombres;13247.7;2008;Trimestre II
837;Baja California Sur;Mujeres;8813.71;2008;Trimestre II
838;Campeche;Hombres;7603.06;2008;Trimestre II
839;Campeche;Mujeres;5601.57;2008;Trimestre II
840;Coahuila de Zaragoza;Hombres;8656.62;2008;Trimestre II
841;Coahuila de Zaragoza;Mujeres;6034.73;2008;Trimestre II
842;Colima;Hombres;8811.18;2008;Trimestre II
843;Colima;Mujeres;6129.67;2008;Trimestre II
844;Chiapas;Hombres;3969.53;2008;Trimestre II
845;Chiapas;Mujeres;3991.79;2008;Trimestre II
846;Chihuahua;Hombres;9516.51;2008;Trimestre II
847;Chihuahua;Mujeres;7300.84;2008;Trimestre II
848;Ciudad de México;Hombres;9988.22;2008;Trimestre II
849;Ciudad de México;Mujeres;7250.14;2008;Trimestre II
850;Durango;Hombres;7053.13;2008;Trimestre II
851;Durango;Mujeres;5672.71;2008;Trimestre II
852;Guanajuato;Hombres;6819.91;2008;Trimestre II
853;Guanajuato;Mujeres;4509.17;2008;Trimestre II
854;Guerrero;Hombres;4825.51;2008;Trimestre II
855;Guerrero;Mujeres;4003.65;2008;Trimestre II
856;Hidalgo;Hombres;5846.03;2008;Trimestre II
857;Hidalgo;Mujeres;4175.23;2008;Trimestre II
858;Jalisco;Hombres;8715.57;2008;Trimestre II
859;Jalisco;Mujeres;5658.64;2008;Trimestre II
860;México;Hombres;7373.21;2008;Trimestre II
861;México;Mujeres;5569.42;2008;Trimestre II
862;Michoacán de Ocampo;Hombres;6950.68;2008;Trimestre II
863;Michoacán de Ocampo;Mujeres;4649.81;2008;Trimestre II
864;Morelos;Hombres;6391.72;2008;Trimestre II
865;Morelos;Mujeres;4272.9;2008;Trimestre II
866;Nayarit;Hombres;7302.81;2008;Trimestre II
867;Nayarit;Mujeres;5453.7;2008;Trimestre II
868;Nuevo León;Hombres;10782.97;2008;Trimestre II
869;Nuevo León;Mujeres;7544.17;2008;Trimestre II
870;Oaxaca;Hombres;4590.02;2008;Trimestre II
871;Oaxaca;Mujeres;3613.17;2008;Trimestre II
872;Puebla;Hombres;5439.21;2008;Trimestre II
873;Puebla;Mujeres;3668.19;2008;Trimestre II
874;Querétaro;Hombres;8043.22;2008;Trimestre II
875;Querétaro;Mujeres;6031.21;2008;Trimestre II
876;Quintana Roo;Hombres;10524.93;2008;Trimestre II
877;Quintana Roo;Mujeres;7004.98;2008;Trimestre II
878;San Luis Potosí;Hombres;6295.61;2008;Trimestre II
879;San Luis Potosí;Mujeres;5039.62;2008;Trimestre II
880;Sinaloa;Hombres;8647.34;2008;Trimestre II
881;Sinaloa;Mujeres;6303.76;2008;Trimestre II
882;Sonora;Hombres;9693.05;2008;Trimestre II
883;Sonora;Mujeres;7273.56;2008;Trimestre II
884;Tabasco;Hombres;7890.97;2008;Trimestre II
885;Tabasco;Mujeres;6019.81;2008;Trimestre II
886;Tamaulipas;Hombres;9311.7;2008;Trimestre II
887;Tamaulipas;Mujeres;6402.92;2008;Trimestre II
888;Tlaxcala;Hombres;5733.12;2008;Trimestre II
889;Tlaxcala;Mujeres;4020.23;2008;Trimestre II
890;Veracruz de Ignacio de la Llave;Hombres;5910.29;2008;Trimestre II
891;Veracruz de Ignacio de la Llave;Mujeres;4454.01;2008;Trimestre II
892;Yucatán;Hombres;6404.57;2008;Trimestre II
893;Yucatán;Mujeres;4384.24;2008;Trimestre II
894;Zacatecas;Hombres;6136.64;2008;Trimestre II
895;Zacatecas;Mujeres;3996.21;2008;Trimestre II
896;Aguascalientes;Hombres;8259.61;2008;Trimestre III
897;Aguascalientes;Mujeres;6110.46;2008;Trimestre III
898;Baja California;Hombres;10715.11;2008;Trimestre III
899;Baja California;Mujeres;8286.58;2008;Trimestre III
900;Baja California Sur;Hombres;11878.32;2008;Trimestre III
901;Baja California Sur;Mujeres;8263.97;2008;Trimestre III
902;Campeche;Hombres;7379.37;2008;Trimestre III
903;Campeche;Mujeres;5185.75;2008;Trimestre III
904;Coahuila de Zaragoza;Hombres;8613.58;2008;Trimestre III
905;Coahuila de Zaragoza;Mujeres;6507.76;2008;Trimestre III
906;Colima;Hombres;8676.63;2008;Trimestre III
907;Colima;Mujeres;5955.6;2008;Trimestre III
